PassengerId,HomePlanet,CryoSleep,Deck,Num,Side,Destination,Age,VIP,Name,Transported,TotalExpenses,HasExpenses
0026_01,Europa,False,C,0.0,P,55 Cancri e,34.0,False,Anyoni Unconary,False,7861.0,1
0028_01,Mars,False,F,8.0,P,TRAPPIST-1e,43.0,False,Ceros Mare,False,1309.0,1
0030_01,Earth,False,G,4.0,S,TRAPPIST-1e,32.0,False,Ginia Morsentley,False,1821.0,1
0031_01,Mars,False,F,9.0,P,TRAPPIST-1e,47.0,False,Coobix Datie,True,2854.0,1
0031_02,Mars,False,F,9.0,P,TRAPPIST-1e,2.0,False,Cinets Datie,True,0.0,0
0031_03,Mars,False,F,9.0,P,TRAPPIST-1e,20.0,False,Dontch Datie,True,2740.0,1
0034_01,Europa,True,D,1.0,S,55 Cancri e,28.0,False,Ziba Oingwhedly,True,0.0,0
0035_01,Mars,False,D,1.0,P,55 Cancri e,23.0,False,Luse Butte,False,2699.0,1
0036_01,Earth,False,F,8.0,S,55 Cancri e,15.0,,Marina Leodger,False,961.0,1
0038_01,Earth,False,F,10.0,S,55 Cancri e,20.0,False,Loise Wheelez,False,3355.0,1
0039_01,Earth,True,G,1.0,P,55 Cancri e,30.0,False,Jorgie Batthewitt,False,0.0,0
0041_01,Earth,True,G,2.0,P,TRAPPIST-1e,17.0,False,Margia Moodsey,True,0.0,0
0043_01,Europa,False,B,3.0,P,TRAPPIST-1e,45.0,False,Ankalik Cylistrand,False,3575.0,1
0044_01,Earth,True,G,3.0,P,TRAPPIST-1e,55.0,False,Jodye Coopelandez,False,0.0,0
0044_02,Earth,True,G,3.0,P,55 Cancri e,4.0,False,Kayne Coopelandez,True,0.0,0
0044_03,Earth,True,G,3.0,P,PSO J318.5-22,21.0,False,Cassa Coopelandez,True,0.0,0
0045_01,Mars,False,F,10.0,P,TRAPPIST-1e,21.0,False,Zelowl Chmad,False,1214.0,1
0045_02,Mars,True,F,10.0,P,,19.0,False,Mass Chmad,True,0.0,0
0050_01,Earth,False,E,1.0,S,55 Cancri e,35.0,False,Sony Lancis,False,790.0,1
0051_01,Earth,False,E,2.0,S,TRAPPIST-1e,56.0,False,Vivia Johnshines,False,1618.0,1
0052_01,Earth,False,G,6.0,S,TRAPPIST-1e,,False,Elaney Hubbarton,False,4689.0,1
0053_01,Earth,False,F,11.0,S,TRAPPIST-1e,25.0,False,Elson Hickerson,True,1939.0,1
0056_01,Europa,False,A,1.0,S,TRAPPIST-1e,2.0,False,Okulas Tractive,True,0.0,0
0056_02,Europa,True,A,1.0,S,TRAPPIST-1e,38.0,False,Instab Tractive,True,0.0,0
0056_03,Europa,False,A,1.0,S,TRAPPIST-1e,27.0,False,Zinoces Tractive,True,4547.0,1
0058_01,Earth,True,G,7.0,S,PSO J318.5-22,36.0,False,Warry Ayalazquez,False,0.0,0
0061_01,Earth,False,F,12.0,S,TRAPPIST-1e,22.0,False,Shanya Salez,False,2667.0,1
0062_01,Earth,False,F,13.0,S,TRAPPIST-1e,62.0,False,Sterry Greeves,False,634.0,1
0064_01,Mars,True,F,14.0,S,TRAPPIST-1e,15.0,False,,True,0.0,0
0064_02,,True,E,3.0,S,TRAPPIST-1e,33.0,False,Colatz Keen,True,0.0,0
0066_01,Earth,False,G,6.0,P,TRAPPIST-1e,62.0,False,Diandy Pecketton,False,811.0,1
0067_01,Earth,True,G,10.0,S,PSO J318.5-22,0.0,False,Ninaha Leeves,True,0.0,0
0067_02,Earth,False,G,10.0,S,TRAPPIST-1e,18.0,False,Celine Leeves,True,705.0,1
0067_03,Earth,False,F,15.0,S,55 Cancri e,21.0,False,Velyne Leeves,False,2007.0,1
0068_01,Mars,False,E,4.0,S,TRAPPIST-1e,,False,Cinst Binie,False,1048.0,1
0069_01,Earth,False,F,16.0,S,TRAPPIST-1e,42.0,False,,True,902.0,1
0070_01,Earth,False,F,13.0,P,TRAPPIST-1e,19.0,False,Meremy Brighttt,False,922.0,1
0071_01,Earth,False,F,14.0,P,TRAPPIST-1e,17.0,False,Nelly Dillines,False,2233.0,1
0072_01,Earth,False,F,17.0,S,TRAPPIST-1e,14.0,False,Thell Brantuarez,False,1064.0,1
0073_01,Mars,False,D,3.0,P,PSO J318.5-22,37.0,False,Gorn Make,False,879.0,1
0074_01,Europa,False,C,3.0,S,TRAPPIST-1e,42.0,False,Aldibah Mostedry,True,8904.0,1
0076_01,Mars,False,F,18.0,S,TRAPPIST-1e,27.0,False,Conk Dal,True,1165.0,1
0077_01,Mars,False,F,15.0,P,TRAPPIST-1e,28.0,False,Pon Blité,True,1309.0,1
0078_01,Europa,False,C,4.0,S,TRAPPIST-1e,38.0,False,Spuri Pokerheed,False,15815.0,1
0081_01,Earth,True,G,13.0,S,TRAPPIST-1e,13.0,False,Dellie Vinozarks,False,0.0,0
0082_01,Mars,False,F,16.0,P,TRAPPIST-1e,42.0,False,Totse Datte,False,7406.0,1
0082_02,Mars,True,F,16.0,P,TRAPPIST-1e,2.0,False,Eaturs Datte,True,0.0,0
0082_03,Mars,False,F,16.0,P,TRAPPIST-1e,8.0,False,,True,0.0,0
0084_01,Earth,False,G,14.0,S,TRAPPIST-1e,24.0,False,Coren Coopezmaney,True,705.0,1
0085_01,Europa,True,C,5.0,S,TRAPPIST-1e,40.0,False,Furudah Ellcefulve,True,0.0,0
0086_01,Earth,False,F,17.0,P,TRAPPIST-1e,43.0,False,Jodye Kinson,False,1362.0,1
0088_01,Mars,True,E,5.0,S,PSO J318.5-22,45.0,False,Stmeal Sacre,True,0.0,0
0090_01,Earth,True,G,15.0,S,TRAPPIST-1e,35.0,False,Heremy Santry,True,0.0,0
0091_01,Earth,True,G,16.0,S,TRAPPIST-1e,26.0,False,Deanne Yorkland,True,0.0,0
0091_02,Earth,False,F,20.0,S,TRAPPIST-1e,27.0,False,Tinez Yorkland,False,917.0,1
0092_01,Earth,False,G,9.0,P,TRAPPIST-1e,19.0,False,Gracy Dunnisey,False,705.0,1
0092_02,Earth,True,G,9.0,P,TRAPPIST-1e,0.0,False,Stald Hewson,True,0.0,0
0092_03,Earth,True,G,9.0,P,TRAPPIST-1e,3.0,False,Tiney Hewson,True,0.0,0
0097_01,Europa,False,A,2.0,S,TRAPPIST-1e,54.0,False,Alchium Fictful,False,1848.0,1
0098_01,Earth,False,G,11.0,P,TRAPPIST-1e,26.0,False,Doria Carezquez,False,893.0,1
0098_02,Earth,False,G,11.0,P,TRAPPIST-1e,26.0,False,Leence Carezquez,True,3855.0,1
0099_01,Earth,False,F,19.0,P,PSO J318.5-22,23.0,False,Aliey Leetersoney,False,1301.0,1
0099_02,Earth,,G,12.0,P,TRAPPIST-1e,2.0,False,Thewis Connelson,True,0.0,0
0101_01,Mars,True,,,,TRAPPIST-1e,31.0,False,Book Trad,True,0.0,0
0102_01,Earth,False,F,23.0,S,TRAPPIST-1e,18.0,False,Ritany Holson,False,921.0,1
0103_01,Earth,False,F,24.0,S,TRAPPIST-1e,24.0,False,Arlen Mclainez,True,17.0,1
0103_02,Earth,True,G,18.0,S,55 Cancri e,9.0,False,Shaele Mclainez,True,0.0,0
0103_03,Earth,True,G,18.0,S,TRAPPIST-1e,6.0,False,Fanne Mclainez,False,0.0,0
0105_01,Earth,,F,21.0,P,TRAPPIST-1e,27.0,False,Carry Cleachrand,False,703.0,1
0107_01,Mars,False,D,2.0,S,TRAPPIST-1e,21.0,False,Coobix Hart,False,1765.0,1
0108_01,Earth,True,G,19.0,S,TRAPPIST-1e,23.0,False,Natald Handertiz,False,0.0,0
0108_02,Earth,False,G,19.0,S,TRAPPIST-1e,31.0,False,,False,888.0,1
0108_03,Earth,False,G,19.0,S,TRAPPIST-1e,0.0,,Oline Handertiz,True,0.0,0
0110_01,Europa,False,,,,TRAPPIST-1e,32.0,False,Graviph Aloubtled,False,5109.0,1
0110_02,Europa,,B,5.0,P,TRAPPIST-1e,40.0,False,Aldeba Bootious,False,2018.0,1
0110_03,Europa,False,B,5.0,P,TRAPPIST-1e,42.0,False,Alaratz Aloubtled,True,15940.0,1
0110_04,Europa,True,B,5.0,P,TRAPPIST-1e,28.0,False,Izark Aloubtled,True,0.0,0
0111_01,Europa,True,E,6.0,S,TRAPPIST-1e,29.0,False,Aldera Supred,True,0.0,0
0112_01,Europa,False,B,1.0,S,55 Cancri e,48.0,True,Moth Cowtale,True,2654.0,1
0113_01,Earth,False,F,23.0,P,TRAPPIST-1e,64.0,False,Idary Carvis,True,804.0,1
0114_01,Earth,False,G,20.0,S,TRAPPIST-1e,27.0,False,Maura Beckerson,False,907.0,1
0115_01,Mars,,F,24.0,P,TRAPPIST-1e,26.0,False,Rohs Pead,True,0.0,0
0116_01,Europa,False,D,4.0,P,TRAPPIST-1e,33.0,False,Alhenah Suptive,True,2640.0,1
0119_01,,False,A,0.0,P,TRAPPIST-1e,39.0,False,Batan Coning,False,9307.0,1
0119_02,Europa,True,A,0.0,P,TRAPPIST-1e,13.0,False,Kleeiak Coning,True,0.0,0
0120_01,Mars,True,F,25.0,P,TRAPPIST-1e,24.0,False,Bees Sacre,True,0.0,0
0122_01,Earth,False,G,21.0,S,TRAPPIST-1e,29.0,False,Shelle Hayder,False,773.0,1
0123_01,Earth,False,F,27.0,P,TRAPPIST-1e,18.0,False,Iree Fielson,False,702.0,1
0126_01,Mars,True,F,27.0,S,TRAPPIST-1e,67.0,False,Milly Mish,True,0.0,0
0127_01,Mars,False,E,7.0,S,TRAPPIST-1e,35.0,False,Miloss Mesty,False,1022.0,1
0128_01,Mars,False,D,3.0,S,TRAPPIST-1e,61.0,True,Grohs Fles,False,3014.0,1
0128_02,Mars,False,E,8.0,S,TRAPPIST-1e,45.0,False,Barave Fles,False,2109.0,1
0129_01,Earth,True,G,22.0,S,PSO J318.5-22,22.0,False,Race Fowles,True,0.0,0
0133_01,Mars,True,F,29.0,S,TRAPPIST-1e,19.0,False,Flynx Blie,True,0.0,0
0133_02,Mars,False,D,5.0,S,TRAPPIST-1e,36.0,False,Egrasp Blie,False,2738.0,1
0134_01,Earth,False,G,17.0,P,TRAPPIST-1e,19.0,False,Camina Harmontry,True,744.0,1
0136_01,Earth,False,G,23.0,S,PSO J318.5-22,47.0,False,,False,721.0,1
0138_01,Earth,True,G,18.0,P,TRAPPIST-1e,13.0,False,Fayene Gambs,True,0.0,0
0138_02,Earth,False,E,5.0,P,,34.0,False,Monah Gambs,False,793.0,1
0139_01,Europa,True,C,6.0,S,55 Cancri e,35.0,False,Charda Myling,True,0.0,0
0140_01,Earth,True,G,19.0,P,TRAPPIST-1e,24.0,False,Evaley Mejiaddox,True,0.0,0
0140_02,Earth,False,F,29.0,P,TRAPPIST-1e,26.0,False,Verney Whitakers,False,902.0,1
0141_01,Mars,False,F,30.0,P,TRAPPIST-1e,31.0,False,Pyrohs Harte,False,97.0,1
0144_01,Earth,False,F,31.0,S,TRAPPIST-1e,20.0,False,Guadae Dayers,True,630.0,1
0146_01,Earth,False,G,25.0,S,TRAPPIST-1e,56.0,False,Verly Wolferguson,False,0.0,0
0147_01,Earth,True,G,26.0,S,TRAPPIST-1e,50.0,False,Samie Hubbarrison,True,0.0,0
0148_01,Mars,False,F,31.0,P,TRAPPIST-1e,42.0,False,Corsh Pashe,False,1158.0,1
0149_01,Earth,True,G,27.0,S,55 Cancri e,,False,Billya Hubbarrison,True,0.0,0
0151_01,Earth,True,G,20.0,P,55 Cancri e,38.0,False,Shanie Simson,False,0.0,0
0152_01,Earth,False,F,32.0,P,,41.0,False,Andan Estron,False,607.0,1
0160_01,Earth,False,G,22.0,P,TRAPPIST-1e,22.0,False,Gory Atkinney,False,4180.0,1
0163_01,Europa,True,B,8.0,P,TRAPPIST-1e,26.0,False,Kabiton Hetforhaft,True,0.0,0
0163_02,Europa,True,B,8.0,P,TRAPPIST-1e,17.0,False,Scharab Hetforhaft,True,0.0,0
0164_01,Earth,False,G,28.0,S,TRAPPIST-1e,57.0,False,Fany Hutchinton,True,1873.0,1
0164_02,Earth,True,G,28.0,S,PSO J318.5-22,17.0,False,Ianya Hutchinton,False,0.0,0
0165_01,Mars,True,F,37.0,P,TRAPPIST-1e,35.0,,Graven Anche,True,0.0,0
0167_01,Mars,True,F,35.0,S,TRAPPIST-1e,13.0,False,Miten Floaf,True,0.0,0
0167_02,Mars,False,F,35.0,S,TRAPPIST-1e,27.0,False,Rios Floaf,False,1572.0,1
0169_01,Earth,True,G,23.0,P,TRAPPIST-1e,31.0,False,Wandy Fisherry,False,0.0,0
0170_01,Earth,False,E,10.0,S,TRAPPIST-1e,24.0,False,Mollie Mcmahoney,False,788.0,1
0171_01,Earth,True,G,30.0,S,PSO J318.5-22,19.0,False,Coracy Gordanieves,True,0.0,0
0172_01,Earth,True,G,24.0,P,TRAPPIST-1e,32.0,False,Hanna Johnshines,True,0.0,0
0173_01,Earth,,E,11.0,S,TRAPPIST-1e,58.0,False,Hilip Grifford,True,990.0,1
0174_01,Earth,False,F,38.0,P,55 Cancri e,21.0,False,Doryn Lambles,False,593.0,1
0177_01,Europa,False,B,2.0,S,TRAPPIST-1e,38.0,False,Toperon Iniouser,False,27428.0,1
0178_01,Mars,False,D,6.0,S,TRAPPIST-1e,38.0,False,Wees Knik,False,3722.0,1
0179_01,Earth,False,G,26.0,P,TRAPPIST-1e,19.0,False,Elaney Webstephrey,True,906.0,1
0179_02,Earth,False,G,26.0,P,TRAPPIST-1e,0.0,False,Raque Webstephrey,False,0.0,0
0179_03,Earth,False,G,26.0,P,TRAPPIST-1e,3.0,False,Sallyl Webstephrey,True,0.0,0
0181_01,Earth,False,G,27.0,P,TRAPPIST-1e,20.0,False,Nancis Brighttt,False,394.0,1
0182_01,Europa,True,C,3.0,P,TRAPPIST-1e,24.0,False,Ksorab Disight,True,0.0,0
0183_01,Earth,False,F,36.0,S,TRAPPIST-1e,37.0,False,Stany Weaves,True,821.0,1
0186_01,Earth,False,G,28.0,P,TRAPPIST-1e,25.0,False,Camiet Shephendry,False,1018.0,1
0188_01,Earth,True,G,31.0,S,TRAPPIST-1e,56.0,False,Branda Romez,True,0.0,0
0189_01,Earth,False,E,8.0,P,55 Cancri e,49.0,False,Helly Booters,False,788.0,1
0190_01,Earth,True,G,32.0,S,55 Cancri e,11.0,False,,False,0.0,0
0192_01,Earth,True,G,29.0,P,TRAPPIST-1e,1.0,False,Tance Adavisons,True,0.0,0
0192_02,Earth,False,G,29.0,P,TRAPPIST-1e,8.0,False,Robyny Adavisons,False,0.0,0
0192_03,Earth,False,G,29.0,P,TRAPPIST-1e,39.0,False,Lilace Adavisons,False,908.0,1
0193_01,Mars,True,F,41.0,P,TRAPPIST-1e,2.0,False,Sps Raf,True,0.0,0
0193_02,Mars,False,F,41.0,P,TRAPPIST-1e,23.0,False,Frook Raf,False,1080.0,1
0193_03,Mars,False,F,41.0,P,TRAPPIST-1e,0.0,False,Goles Raf,True,0.0,0
0195_01,Mars,False,F,42.0,P,TRAPPIST-1e,39.0,False,Bar Floaf,True,1273.0,1
0196_01,Mars,False,D,5.0,P,PSO J318.5-22,25.0,False,Caper Emead,False,1778.0,1
0197_01,Europa,False,C,5.0,P,TRAPPIST-1e,36.0,False,Astrak Dissper,False,2342.0,1
0198_01,Earth,,G,30.0,P,PSO J318.5-22,52.0,False,Jeroy Cookson,True,0.0,0
0199_01,Earth,True,G,33.0,S,TRAPPIST-1e,18.0,False,Regana Morrows,False,0.0,0
0200_01,Earth,True,G,31.0,P,TRAPPIST-1e,15.0,False,Elia Colomonson,True,0.0,0
0201_01,Europa,True,B,3.0,S,TRAPPIST-1e,35.0,False,Kaffias Bacistion,True,0.0,0
0201_02,Europa,True,B,3.0,S,TRAPPIST-1e,47.0,False,Edaruma Bacistion,True,0.0,0
0202_01,Europa,True,B,9.0,P,55 Cancri e,45.0,False,Pomera Embleng,True,0.0,0
0202_02,Europa,False,A,2.0,P,55 Cancri e,,False,Vegas Embleng,True,3754.0,1
0203_01,Europa,True,C,8.0,S,TRAPPIST-1e,51.0,False,Ancham Heateele,True,0.0,0
0205_01,Earth,False,G,34.0,S,TRAPPIST-1e,29.0,False,Carma Oneiles,False,773.0,1
0206_01,Europa,False,C,9.0,S,55 Cancri e,,False,Nuson Brugashed,True,2981.0,1
0207_01,Earth,True,G,32.0,P,PSO J318.5-22,19.0,False,Thony Mcfaddennon,False,0.0,0
0210_01,,True,D,6.0,P,55 Cancri e,24.0,False,Arraid Inicont,True,0.0,0
0211_01,Mars,False,F,44.0,P,TRAPPIST-1e,29.0,False,Pebuts Appie,True,1040.0,1
0211_02,Mars,True,F,44.0,P,TRAPPIST-1e,11.0,False,Corsh Appie,True,0.0,0
0211_03,Mars,False,F,44.0,P,TRAPPIST-1e,17.0,False,Picers Date,False,1337.0,1
0212_01,Earth,False,E,9.0,P,TRAPPIST-1e,13.0,False,Inen Workmans,False,982.0,1
0212_02,Earth,False,F,45.0,P,TRAPPIST-1e,35.0,False,Shally Workmans,False,732.0,1
0213_01,Earth,False,F,46.0,P,TRAPPIST-1e,21.0,False,Carita Navages,False,794.0,1
0216_01,Earth,False,F,40.0,S,55 Cancri e,21.0,False,Searla Garnes,False,1974.0,1
0217_01,Earth,False,F,47.0,P,TRAPPIST-1e,38.0,False,Prilly Shieldson,False,1544.0,1
0219_01,Earth,True,G,36.0,P,TRAPPIST-1e,19.0,False,Nica River,True,0.0,0
0220_01,Earth,True,G,37.0,P,TRAPPIST-1e,2.0,False,Tyle Wilsoney,True,0.0,0
0220_02,Earth,False,G,37.0,P,TRAPPIST-1e,0.0,False,Wena Wilsoney,True,0.0,0
0220_03,Earth,True,G,37.0,P,TRAPPIST-1e,13.0,False,Branca Wilsoney,False,0.0,0
0220_04,Earth,False,E,10.0,P,TRAPPIST-1e,25.0,False,Dont Wilsoney,False,206.0,1
0220_05,Earth,False,F,48.0,P,TRAPPIST-1e,16.0,False,Velyne Wilsoney,False,1102.0,1
0220_06,Earth,False,G,37.0,P,55 Cancri e,1.0,False,Weney Wilsoney,False,0.0,0
0220_07,Earth,True,G,37.0,P,TRAPPIST-1e,15.0,False,Guye Wilsoney,True,0.0,0
0221_01,Mars,False,E,13.0,S,55 Cancri e,21.0,False,Cowhex Blan,False,2356.0,1
0221_02,Mars,False,E,13.0,S,TRAPPIST-1e,23.0,False,Yogark Reke,False,1298.0,1
0221_03,Mars,False,E,13.0,S,TRAPPIST-1e,33.0,False,Jacks Reke,False,2134.0,1
0221_04,Mars,True,E,13.0,S,TRAPPIST-1e,21.0,False,Eerch Reke,True,0.0,0
0221_05,Mars,False,E,13.0,S,TRAPPIST-1e,41.0,False,Panbug Reke,False,2597.0,1
0221_06,Mars,False,E,13.0,S,TRAPPIST-1e,16.0,False,Gran Reke,False,1370.0,1
0221_07,Mars,True,E,13.0,S,TRAPPIST-1e,42.0,False,Rohs Reke,False,0.0,0
0222_01,Mars,False,F,41.0,S,TRAPPIST-1e,20.0,False,Gone Perte,False,1417.0,1
0222_02,Mars,True,F,41.0,S,TRAPPIST-1e,24.0,False,Colf Deva,True,0.0,0
0222_03,Mars,True,E,14.0,S,TRAPPIST-1e,16.0,False,Grake Perte,True,0.0,0
0223_01,Earth,False,G,35.0,S,TRAPPIST-1e,21.0,False,Evan Sykess,False,676.0,1
0224_01,Mars,False,F,42.0,S,TRAPPIST-1e,32.0,True,Blues Queen,False,1820.0,1
0225_01,Earth,True,G,38.0,P,PSO J318.5-22,58.0,False,Carly Hortis,True,0.0,0
0229_01,Earth,False,F,43.0,S,TRAPPIST-1e,24.0,False,Done Sellahaney,False,803.0,1
0231_01,Mars,False,F,44.0,S,TRAPPIST-1e,30.0,False,Krus Nate,False,1806.0,1
0232_01,Earth,True,G,36.0,S,PSO J318.5-22,27.0,False,Nica Bakerrison,False,0.0,0
0233_01,Mars,False,F,45.0,S,TRAPPIST-1e,32.0,False,Teda Wist,False,1750.0,1
0234_01,Earth,False,F,50.0,P,TRAPPIST-1e,43.0,False,Keitha Josey,False,888.0,1
0237_01,Europa,True,B,11.0,P,TRAPPIST-1e,42.0,False,Weias Aginge,True,0.0,0
0239_01,Mars,False,,,,TRAPPIST-1e,37.0,False,Diedow Resty,False,1048.0,1
0240_01,Mars,True,F,52.0,P,TRAPPIST-1e,35.0,False,Puffes Crie,True,0.0,0
0241_01,Europa,,E,11.0,P,55 Cancri e,33.0,False,Alas Dischod,False,7177.0,1
0242_01,,False,F,46.0,S,TRAPPIST-1e,18.0,False,Almone Sté,False,1288.0,1
0243_01,Earth,True,G,37.0,S,TRAPPIST-1e,21.0,False,Lilace Cartyernan,False,0.0,0
0244_01,Mars,True,,,,TRAPPIST-1e,43.0,False,Froos Sad,True,0.0,0
0244_02,Mars,True,F,47.0,S,55 Cancri e,14.0,,Tous Sad,True,0.0,0
0245_01,Europa,False,C,6.0,P,55 Cancri e,46.0,False,Glueba Repumparte,True,3578.0,1
0245_02,Europa,False,C,6.0,P,TRAPPIST-1e,33.0,False,Anchib Repumparte,False,12378.0,1
0246_01,Mars,False,D,8.0,P,TRAPPIST-1e,21.0,False,Mele Sesa,False,3261.0,1
0248_01,Europa,False,C,10.0,S,TRAPPIST-1e,33.0,False,Genifi Spanxibus,False,9684.0,1
0250_01,Earth,True,G,38.0,S,PSO J318.5-22,47.0,False,Camily Kramosley,False,0.0,0
0251_01,,True,C,11.0,S,55 Cancri e,54.0,False,Diphah Amsive,True,0.0,0
0252_01,Earth,False,F,53.0,P,TRAPPIST-1e,30.0,False,Leenny Byerry,False,1571.0,1
0253_01,Earth,False,G,42.0,P,TRAPPIST-1e,29.0,False,Dawne Cardner,False,888.0,1
0254_01,Earth,False,F,54.0,P,TRAPPIST-1e,21.0,False,Race Stenson,True,1290.0,1
0255_01,Europa,True,A,3.0,S,TRAPPIST-1e,24.0,False,Ashir Mingious,True,0.0,0
0257_01,Mars,False,F,49.0,S,55 Cancri e,21.0,False,Errohs Berte,False,1664.0,1
0257_02,Mars,True,F,49.0,S,TRAPPIST-1e,60.0,False,Squars Berte,True,0.0,0
0258_01,Earth,False,F,50.0,S,TRAPPIST-1e,22.0,False,Feryla Cooperkins,False,704.0,1
0260_01,Europa,False,E,16.0,S,TRAPPIST-1e,26.0,False,Segino Inderly,False,7845.0,1
0261_01,Earth,False,F,56.0,P,TRAPPIST-1e,26.0,False,Dord Bookerson,False,898.0,1
0263_01,Earth,True,G,43.0,P,TRAPPIST-1e,28.0,False,Maen Merkins,True,0.0,0
0265_01,Europa,True,D,8.0,S,TRAPPIST-1e,39.0,False,Etair Herpumble,True,0.0,0
0267_01,Earth,False,F,51.0,S,TRAPPIST-1e,13.0,False,Lilace Sancockett,False,873.0,1
0269_01,Earth,False,F,52.0,S,55 Cancri e,47.0,False,Lerome Polliamposs,True,823.0,1
0270_01,Earth,False,F,59.0,P,TRAPPIST-1e,63.0,False,Cathya Fryersonis,False,1393.0,1
0275_01,Europa,True,D,9.0,S,55 Cancri e,,False,Terf Obnoble,True,0.0,0
0277_01,Earth,False,F,61.0,P,55 Cancri e,50.0,False,Byront Mcdanield,True,2487.0,1
0278_01,Earth,False,,,,TRAPPIST-1e,35.0,False,Judya Beachez,False,888.0,1
0278_02,Earth,False,G,45.0,P,TRAPPIST-1e,45.0,False,Marice Beachez,False,444.0,1
0281_01,Earth,False,F,63.0,P,TRAPPIST-1e,19.0,False,Derine Pierry,True,2078.0,1
0282_01,Earth,False,F,54.0,S,TRAPPIST-1e,21.0,False,Valex Baketton,True,918.0,1
0283_01,Earth,True,G,46.0,P,PSO J318.5-22,29.0,False,Jacky Santin,True,0.0,0
0283_02,Earth,False,F,64.0,P,TRAPPIST-1e,22.0,False,Roydo Santin,True,803.0,1
0285_01,Europa,True,E,16.0,P,TRAPPIST-1e,14.0,False,Krabik Invebodene,True,0.0,0
0285_02,Europa,True,E,16.0,P,55 Cancri e,42.0,False,Grasath Invebodene,True,0.0,0
0286_01,Earth,False,F,65.0,P,55 Cancri e,57.0,False,Carita Jimes,False,1488.0,1
0287_01,Europa,True,,,,55 Cancri e,39.0,False,Tetra Bootty,True,0.0,0
0287_02,Europa,False,B,12.0,P,TRAPPIST-1e,28.0,False,Alasym Bootty,False,2085.0,1
0288_01,Earth,False,F,55.0,S,55 Cancri e,19.0,False,Gory Delez,False,828.0,1
0289_01,Europa,True,C,12.0,S,55 Cancri e,19.0,False,Furuson Objeciane,True,0.0,0
0290_01,Europa,False,B,7.0,S,55 Cancri e,26.0,False,Skaton Excialing,True,5877.0,1
