PassengerId,HomePlanet,CryoSleep,Deck,Num,Side,Destination,Age,VIP,Name,TotalExpenses,HasExpenses,Transported
0081_01,Earth,True,G,13,S,TRAPPIST-1e,13.0,False,Dellie Vinozarks,0.0,0,False
0082_01,Mars,False,F,16,P,TRAPPIST-1e,42.0,False,Totse Datte,7406.0,1,False
0082_02,Mars,True,F,16,P,TRAPPIST-1e,2.0,False,Eaturs Datte,0.0,0,True
0082_03,Mars,False,F,16,P,TRAPPIST-1e,8.0,False,,0.0,0,True
0084_01,Earth,False,G,14,S,TRAPPIST-1e,24.0,False,Coren Coopezmaney,705.0,1,True
0085_01,Europa,True,C,5,S,TRAPPIST-1e,40.0,False,Furudah Ellcefulve,0.0,0,True
0086_01,Earth,False,F,17,P,TRAPPIST-1e,43.0,False,Jodye Kinson,1362.0,1,False
0088_01,Mars,True,E,5,S,PSO J318.5-22,45.0,False,Stmeal Sacre,0.0,0,True
0090_01,Earth,True,G,15,S,TRAPPIST-1e,35.0,False,Heremy Santry,0.0,0,True
0091_01,Earth,True,G,16,S,TRAPPIST-1e,26.0,False,Deanne Yorkland,0.0,0,True
0091_02,Earth,False,F,20,S,TRAPPIST-1e,27.0,False,Tinez Yorkland,917.0,1,False
0092_01,Earth,False,G,9,P,TRAPPIST-1e,19.0,False,Gracy Dunnisey,705.0,1,False
0092_02,Earth,True,G,9,P,TRAPPIST-1e,0.0,False,Stald Hewson,0.0,0,True
0092_03,Earth,True,G,9,P,TRAPPIST-1e,3.0,False,Tiney Hewson,0.0,0,True
0097_01,Europa,False,A,2,S,TRAPPIST-1e,54.0,False,Alchium Fictful,1848.0,1,False
0098_01,Earth,False,G,11,P,TRAPPIST-1e,26.0,False,Doria Carezquez,893.0,1,False
0098_02,Earth,False,G,11,P,TRAPPIST-1e,26.0,False,Leence Carezquez,3855.0,1,True
0099_01,Earth,False,F,19,P,PSO J318.5-22,23.0,False,Aliey Leetersoney,1301.0,1,False
0099_02,Earth,,G,12,P,TRAPPIST-1e,2.0,False,Thewis Connelson,0.0,0,True
0101_01,Mars,True,,,,TRAPPIST-1e,31.0,False,Book Trad,0.0,0,True
0102_01,Earth,False,F,23,S,TRAPPIST-1e,18.0,False,Ritany Holson,921.0,1,False
0103_01,Earth,False,F,24,S,TRAPPIST-1e,24.0,False,Arlen Mclainez,17.0,1,True
0103_02,Earth,True,G,18,S,55 Cancri e,9.0,False,Shaele Mclainez,0.0,0,True
0103_03,Earth,True,G,18,S,TRAPPIST-1e,6.0,False,Fanne Mclainez,0.0,0,False
0105_01,Earth,,F,21,P,TRAPPIST-1e,27.0,False,Carry Cleachrand,703.0,1,False
0107_01,Mars,False,D,2,S,TRAPPIST-1e,21.0,False,Coobix Hart,1765.0,1,False
0108_01,Earth,True,G,19,S,TRAPPIST-1e,23.0,False,Natald Handertiz,0.0,0,False
0108_02,Earth,False,G,19,S,TRAPPIST-1e,31.0,False,,888.0,1,False
0108_03,Earth,False,G,19,S,TRAPPIST-1e,0.0,,Oline Handertiz,0.0,0,True
0110_01,Europa,False,,,,TRAPPIST-1e,32.0,False,Graviph Aloubtled,5109.0,1,False
0110_02,Europa,,B,5,P,TRAPPIST-1e,40.0,False,Aldeba Bootious,2018.0,1,False
0110_03,Europa,False,B,5,P,TRAPPIST-1e,42.0,False,Alaratz Aloubtled,15940.0,1,True
0110_04,Europa,True,B,5,P,TRAPPIST-1e,28.0,False,Izark Aloubtled,0.0,0,True
0111_01,Europa,True,E,6,S,TRAPPIST-1e,29.0,False,Aldera Supred,0.0,0,True
0112_01,Europa,False,B,1,S,55 Cancri e,48.0,True,Moth Cowtale,2654.0,1,True
0113_01,Earth,False,F,23,P,TRAPPIST-1e,64.0,False,Idary Carvis,804.0,1,True
0114_01,Earth,False,G,20,S,TRAPPIST-1e,27.0,False,Maura Beckerson,907.0,1,False
0115_01,Mars,,F,24,P,TRAPPIST-1e,26.0,False,Rohs Pead,0.0,0,True
0116_01,Europa,False,D,4,P,TRAPPIST-1e,33.0,False,Alhenah Suptive,2640.0,1,True
0119_01,,False,A,0,P,TRAPPIST-1e,39.0,False,Batan Coning,9307.0,1,False
0119_02,Europa,True,A,0,P,TRAPPIST-1e,13.0,False,Kleeiak Coning,0.0,0,True
0120_01,Mars,True,F,25,P,TRAPPIST-1e,24.0,False,Bees Sacre,0.0,0,True
0122_01,Earth,False,G,21,S,TRAPPIST-1e,29.0,False,Shelle Hayder,773.0,1,False
0123_01,Earth,False,F,27,P,TRAPPIST-1e,18.0,False,Iree Fielson,702.0,1,False
0126_01,Mars,True,F,27,S,TRAPPIST-1e,67.0,False,Milly Mish,0.0,0,True
0127_01,Mars,False,E,7,S,TRAPPIST-1e,35.0,False,Miloss Mesty,1022.0,1,False
0128_01,Mars,False,D,3,S,TRAPPIST-1e,61.0,True,Grohs Fles,3014.0,1,False
0128_02,Mars,False,E,8,S,TRAPPIST-1e,45.0,False,Barave Fles,2109.0,1,False
0129_01,Earth,True,G,22,S,PSO J318.5-22,22.0,False,Race Fowles,0.0,0,True
0133_01,Mars,True,F,29,S,TRAPPIST-1e,19.0,False,Flynx Blie,0.0,0,True
0133_02,Mars,False,D,5,S,TRAPPIST-1e,36.0,False,Egrasp Blie,2738.0,1,False
0134_01,Earth,False,G,17,P,TRAPPIST-1e,19.0,False,Camina Harmontry,744.0,1,True
0136_01,Earth,False,G,23,S,PSO J318.5-22,47.0,False,,721.0,1,False
0138_01,Earth,True,G,18,P,TRAPPIST-1e,13.0,False,Fayene Gambs,0.0,0,True
0138_02,Earth,False,E,5,P,,34.0,False,Monah Gambs,793.0,1,False
0139_01,Europa,True,C,6,S,55 Cancri e,35.0,False,Charda Myling,0.0,0,True
0140_01,Earth,True,G,19,P,TRAPPIST-1e,24.0,False,Evaley Mejiaddox,0.0,0,True
0140_02,Earth,False,F,29,P,TRAPPIST-1e,26.0,False,Verney Whitakers,902.0,1,False
0141_01,Mars,False,F,30,P,TRAPPIST-1e,31.0,False,Pyrohs Harte,97.0,1,False
0144_01,Earth,False,F,31,S,TRAPPIST-1e,20.0,False,Guadae Dayers,630.0,1,True
0146_01,Earth,False,G,25,S,TRAPPIST-1e,56.0,False,Verly Wolferguson,0.0,0,False
0147_01,Earth,True,G,26,S,TRAPPIST-1e,50.0,False,Samie Hubbarrison,0.0,0,True
0148_01,Mars,False,F,31,P,TRAPPIST-1e,42.0,False,Corsh Pashe,1158.0,1,False
0149_01,Earth,True,G,27,S,55 Cancri e,,False,Billya Hubbarrison,0.0,0,True
0151_01,Earth,True,G,20,P,55 Cancri e,38.0,False,Shanie Simson,0.0,0,False
0152_01,Earth,False,F,32,P,,41.0,False,Andan Estron,607.0,1,False
0160_01,Earth,False,G,22,P,TRAPPIST-1e,22.0,False,Gory Atkinney,4180.0,1,False
0163_01,Europa,True,B,8,P,TRAPPIST-1e,26.0,False,Kabiton Hetforhaft,0.0,0,True
0163_02,Europa,True,B,8,P,TRAPPIST-1e,17.0,False,Scharab Hetforhaft,0.0,0,True
0164_01,Earth,False,G,28,S,TRAPPIST-1e,57.0,False,Fany Hutchinton,1873.0,1,True
0164_02,Earth,True,G,28,S,PSO J318.5-22,17.0,False,Ianya Hutchinton,0.0,0,False
0165_01,Mars,True,F,37,P,TRAPPIST-1e,35.0,,Graven Anche,0.0,0,True
0167_01,Mars,True,F,35,S,TRAPPIST-1e,13.0,False,Miten Floaf,0.0,0,True
0167_02,Mars,False,F,35,S,TRAPPIST-1e,27.0,False,Rios Floaf,1572.0,1,False
0169_01,Earth,True,G,23,P,TRAPPIST-1e,31.0,False,Wandy Fisherry,0.0,0,False
0170_01,Earth,False,E,10,S,TRAPPIST-1e,24.0,False,Mollie Mcmahoney,788.0,1,False
0171_01,Earth,True,G,30,S,PSO J318.5-22,19.0,False,Coracy Gordanieves,0.0,0,True
0172_01,Earth,True,G,24,P,TRAPPIST-1e,32.0,False,Hanna Johnshines,0.0,0,True
0173_01,Earth,,E,11,S,TRAPPIST-1e,58.0,False,Hilip Grifford,990.0,1,True
0174_01,Earth,False,F,38,P,55 Cancri e,21.0,False,Doryn Lambles,593.0,1,False
0177_01,Europa,False,B,2,S,TRAPPIST-1e,38.0,False,Toperon Iniouser,27428.0,1,False
0178_01,Mars,False,D,6,S,TRAPPIST-1e,38.0,False,Wees Knik,3722.0,1,False
0179_01,Earth,False,G,26,P,TRAPPIST-1e,19.0,False,Elaney Webstephrey,906.0,1,True
0179_02,Earth,False,G,26,P,TRAPPIST-1e,0.0,False,Raque Webstephrey,0.0,0,False
0179_03,Earth,False,G,26,P,TRAPPIST-1e,3.0,False,Sallyl Webstephrey,0.0,0,True
0181_01,Earth,False,G,27,P,TRAPPIST-1e,20.0,False,Nancis Brighttt,394.0,1,False
0182_01,Europa,True,C,3,P,TRAPPIST-1e,24.0,False,Ksorab Disight,0.0,0,True
0183_01,Earth,False,F,36,S,TRAPPIST-1e,37.0,False,Stany Weaves,821.0,1,True
0186_01,Earth,False,G,28,P,TRAPPIST-1e,25.0,False,Camiet Shephendry,1018.0,1,False
0188_01,Earth,True,G,31,S,TRAPPIST-1e,56.0,False,Branda Romez,0.0,0,True
0189_01,Earth,False,E,8,P,55 Cancri e,49.0,False,Helly Booters,788.0,1,False
0190_01,Earth,True,G,32,S,55 Cancri e,11.0,False,,0.0,0,False
0192_01,Earth,True,G,29,P,TRAPPIST-1e,1.0,False,Tance Adavisons,0.0,0,True
0192_02,Earth,False,G,29,P,TRAPPIST-1e,8.0,False,Robyny Adavisons,0.0,0,False
0192_03,Earth,False,G,29,P,TRAPPIST-1e,39.0,False,Lilace Adavisons,908.0,1,False
0193_01,Mars,True,F,41,P,TRAPPIST-1e,2.0,False,Sps Raf,0.0,0,True
0193_02,Mars,False,F,41,P,TRAPPIST-1e,23.0,False,Frook Raf,1080.0,1,False
0193_03,Mars,False,F,41,P,TRAPPIST-1e,0.0,False,Goles Raf,0.0,0,True
0195_01,Mars,False,F,42,P,TRAPPIST-1e,39.0,False,Bar Floaf,1273.0,1,True
0196_01,Mars,False,D,5,P,PSO J318.5-22,25.0,False,Caper Emead,1778.0,1,False
0197_01,Europa,False,C,5,P,TRAPPIST-1e,36.0,False,Astrak Dissper,2342.0,1,False
0198_01,Earth,,G,30,P,PSO J318.5-22,52.0,False,Jeroy Cookson,0.0,0,True
0199_01,Earth,True,G,33,S,TRAPPIST-1e,18.0,False,Regana Morrows,0.0,0,False
0200_01,Earth,True,G,31,P,TRAPPIST-1e,15.0,False,Elia Colomonson,0.0,0,True
0201_01,Europa,True,B,3,S,TRAPPIST-1e,35.0,False,Kaffias Bacistion,0.0,0,True
0201_02,Europa,True,B,3,S,TRAPPIST-1e,47.0,False,Edaruma Bacistion,0.0,0,True
0202_01,Europa,True,B,9,P,55 Cancri e,45.0,False,Pomera Embleng,0.0,0,True
0202_02,Europa,False,A,2,P,55 Cancri e,,False,Vegas Embleng,3754.0,1,True
0203_01,Europa,True,C,8,S,TRAPPIST-1e,51.0,False,Ancham Heateele,0.0,0,True
0205_01,Earth,False,G,34,S,TRAPPIST-1e,29.0,False,Carma Oneiles,773.0,1,False
0206_01,Europa,False,C,9,S,55 Cancri e,,False,Nuson Brugashed,2981.0,1,True
0207_01,Earth,True,G,32,P,PSO J318.5-22,19.0,False,Thony Mcfaddennon,0.0,0,False
0210_01,,True,D,6,P,55 Cancri e,24.0,False,Arraid Inicont,0.0,0,True
0211_01,Mars,False,F,44,P,TRAPPIST-1e,29.0,False,Pebuts Appie,1040.0,1,True
0211_02,Mars,True,F,44,P,TRAPPIST-1e,11.0,False,Corsh Appie,0.0,0,True
0211_03,Mars,False,F,44,P,TRAPPIST-1e,17.0,False,Picers Date,1337.0,1,False
0212_01,Earth,False,E,9,P,TRAPPIST-1e,13.0,False,Inen Workmans,982.0,1,False
0212_02,Earth,False,F,45,P,TRAPPIST-1e,35.0,False,Shally Workmans,732.0,1,False
0213_01,Earth,False,F,46,P,TRAPPIST-1e,21.0,False,Carita Navages,794.0,1,False
0216_01,Earth,False,F,40,S,55 Cancri e,21.0,False,Searla Garnes,1974.0,1,False
0217_01,Earth,False,F,47,P,TRAPPIST-1e,38.0,False,Prilly Shieldson,1544.0,1,False
0219_01,Earth,True,G,36,P,TRAPPIST-1e,19.0,False,Nica River,0.0,0,True
0220_01,Earth,True,G,37,P,TRAPPIST-1e,2.0,False,Tyle Wilsoney,0.0,0,True
0220_02,Earth,False,G,37,P,TRAPPIST-1e,0.0,False,Wena Wilsoney,0.0,0,True
0220_03,Earth,True,G,37,P,TRAPPIST-1e,13.0,False,Branca Wilsoney,0.0,0,False
0220_04,Earth,False,E,10,P,TRAPPIST-1e,25.0,False,Dont Wilsoney,206.0,1,False
0220_05,Earth,False,F,48,P,TRAPPIST-1e,16.0,False,Velyne Wilsoney,1102.0,1,False
0220_06,Earth,False,G,37,P,55 Cancri e,1.0,False,Weney Wilsoney,0.0,0,False
0220_07,Earth,True,G,37,P,TRAPPIST-1e,15.0,False,Guye Wilsoney,0.0,0,True
0221_01,Mars,False,E,13,S,55 Cancri e,21.0,False,Cowhex Blan,2356.0,1,False
0221_02,Mars,False,E,13,S,TRAPPIST-1e,23.0,False,Yogark Reke,1298.0,1,False
0221_03,Mars,False,E,13,S,TRAPPIST-1e,33.0,False,Jacks Reke,2134.0,1,False
0221_04,Mars,True,E,13,S,TRAPPIST-1e,21.0,False,Eerch Reke,0.0,0,True
0221_05,Mars,False,E,13,S,TRAPPIST-1e,41.0,False,Panbug Reke,2597.0,1,False
0221_06,Mars,False,E,13,S,TRAPPIST-1e,16.0,False,Gran Reke,1370.0,1,False
0221_07,Mars,True,E,13,S,TRAPPIST-1e,42.0,False,Rohs Reke,0.0,0,False
0222_01,Mars,False,F,41,S,TRAPPIST-1e,20.0,False,Gone Perte,1417.0,1,False
0222_02,Mars,True,F,41,S,TRAPPIST-1e,24.0,False,Colf Deva,0.0,0,True
0222_03,Mars,True,E,14,S,TRAPPIST-1e,16.0,False,Grake Perte,0.0,0,True
0223_01,Earth,False,G,35,S,TRAPPIST-1e,21.0,False,Evan Sykess,676.0,1,False
0224_01,Mars,False,F,42,S,TRAPPIST-1e,32.0,True,Blues Queen,1820.0,1,False
0225_01,Earth,True,G,38,P,PSO J318.5-22,58.0,False,Carly Hortis,0.0,0,True
0229_01,Earth,False,F,43,S,TRAPPIST-1e,24.0,False,Done Sellahaney,803.0,1,False
0231_01,Mars,False,F,44,S,TRAPPIST-1e,30.0,False,Krus Nate,1806.0,1,False
0232_01,Earth,True,G,36,S,PSO J318.5-22,27.0,False,Nica Bakerrison,0.0,0,False
0233_01,Mars,False,F,45,S,TRAPPIST-1e,32.0,False,Teda Wist,1750.0,1,False
0234_01,Earth,False,F,50,P,TRAPPIST-1e,43.0,False,Keitha Josey,888.0,1,False
0237_01,Europa,True,B,11,P,TRAPPIST-1e,42.0,False,Weias Aginge,0.0,0,True
0239_01,Mars,False,,,,TRAPPIST-1e,37.0,False,Diedow Resty,1048.0,1,False
0240_01,Mars,True,F,52,P,TRAPPIST-1e,35.0,False,Puffes Crie,0.0,0,True
0241_01,Europa,,E,11,P,55 Cancri e,33.0,False,Alas Dischod,7177.0,1,False
0242_01,,False,F,46,S,TRAPPIST-1e,18.0,False,Almone Sté,1288.0,1,False
0243_01,Earth,True,G,37,S,TRAPPIST-1e,21.0,False,Lilace Cartyernan,0.0,0,False
0244_01,Mars,True,,,,TRAPPIST-1e,43.0,False,Froos Sad,0.0,0,True
0244_02,Mars,True,F,47,S,55 Cancri e,14.0,,Tous Sad,0.0,0,True
0245_01,Europa,False,C,6,P,55 Cancri e,46.0,False,Glueba Repumparte,3578.0,1,True
0245_02,Europa,False,C,6,P,TRAPPIST-1e,33.0,False,Anchib Repumparte,12378.0,1,False
0246_01,Mars,False,D,8,P,TRAPPIST-1e,21.0,False,Mele Sesa,3261.0,1,False
0248_01,Europa,False,C,10,S,TRAPPIST-1e,33.0,False,Genifi Spanxibus,9684.0,1,False
0250_01,Earth,True,G,38,S,PSO J318.5-22,47.0,False,Camily Kramosley,0.0,0,False
0251_01,,True,C,11,S,55 Cancri e,54.0,False,Diphah Amsive,0.0,0,True
0252_01,Earth,False,F,53,P,TRAPPIST-1e,30.0,False,Leenny Byerry,1571.0,1,False
0253_01,Earth,False,G,42,P,TRAPPIST-1e,29.0,False,Dawne Cardner,888.0,1,False
0254_01,Earth,False,F,54,P,TRAPPIST-1e,21.0,False,Race Stenson,1290.0,1,True
0255_01,Europa,True,A,3,S,TRAPPIST-1e,24.0,False,Ashir Mingious,0.0,0,True
0257_01,Mars,False,F,49,S,55 Cancri e,21.0,False,Errohs Berte,1664.0,1,False
0257_02,Mars,True,F,49,S,TRAPPIST-1e,60.0,False,Squars Berte,0.0,0,True
0258_01,Earth,False,F,50,S,TRAPPIST-1e,22.0,False,Feryla Cooperkins,704.0,1,False
0260_01,Europa,False,E,16,S,TRAPPIST-1e,26.0,False,Segino Inderly,7845.0,1,False
0261_01,Earth,False,F,56,P,TRAPPIST-1e,26.0,False,Dord Bookerson,898.0,1,False
0263_01,Earth,True,G,43,P,TRAPPIST-1e,28.0,False,Maen Merkins,0.0,0,True
0265_01,Europa,True,D,8,S,TRAPPIST-1e,39.0,False,Etair Herpumble,0.0,0,True
0267_01,Earth,False,F,51,S,TRAPPIST-1e,13.0,False,Lilace Sancockett,873.0,1,False
0269_01,Earth,False,F,52,S,55 Cancri e,47.0,False,Lerome Polliamposs,823.0,1,True
0270_01,Earth,False,F,59,P,TRAPPIST-1e,63.0,False,Cathya Fryersonis,1393.0,1,False
0275_01,Europa,True,D,9,S,55 Cancri e,,False,Terf Obnoble,0.0,0,True
0277_01,Earth,False,F,61,P,55 Cancri e,50.0,False,Byront Mcdanield,2487.0,1,True
0278_01,Earth,False,,,,TRAPPIST-1e,35.0,False,Judya Beachez,888.0,1,False
0278_02,Earth,False,G,45,P,TRAPPIST-1e,45.0,False,Marice Beachez,444.0,1,False
0281_01,Earth,False,F,63,P,TRAPPIST-1e,19.0,False,Derine Pierry,2078.0,1,True
0282_01,Earth,False,F,54,S,TRAPPIST-1e,21.0,False,Valex Baketton,918.0,1,True
0283_01,Earth,True,G,46,P,PSO J318.5-22,29.0,False,Jacky Santin,0.0,0,True
0283_02,Earth,False,F,64,P,TRAPPIST-1e,22.0,False,Roydo Santin,803.0,1,True
0285_01,Europa,True,E,16,P,TRAPPIST-1e,14.0,False,Krabik Invebodene,0.0,0,True
0285_02,Europa,True,E,16,P,55 Cancri e,42.0,False,Grasath Invebodene,0.0,0,True
0286_01,Earth,False,F,65,P,55 Cancri e,57.0,False,Carita Jimes,1488.0,1,False
0287_01,Europa,True,,,,55 Cancri e,39.0,False,Tetra Bootty,0.0,0,True
0287_02,Europa,False,B,12,P,TRAPPIST-1e,28.0,False,Alasym Bootty,2085.0,1,False
0288_01,Earth,False,F,55,S,55 Cancri e,19.0,False,Gory Delez,828.0,1,False
0289_01,Europa,True,C,12,S,55 Cancri e,19.0,False,Furuson Objeciane,0.0,0,True
0290_01,Europa,False,B,7,S,55 Cancri e,26.0,False,Skaton Excialing,5877.0,1,True
0290_02,Europa,True,B,7,S,TRAPPIST-1e,17.0,False,Algor Excialing,0.0,0,True
0290_03,Europa,,B,7,S,TRAPPIST-1e,43.0,False,Dhenar Excialing,0.0,0,True
0290_04,Europa,False,B,7,S,55 Cancri e,9.0,False,Atino Excialing,0.0,0,True
0291_01,Europa,False,D,10,S,TRAPPIST-1e,40.0,False,Castab Brakeril,7678.0,1,True
0294_01,Europa,True,B,8,S,TRAPPIST-1e,50.0,False,Phonons Roforhauge,0.0,0,True
0297_01,Earth,False,G,47,P,TRAPPIST-1e,24.0,False,Ernice Gardonadox,1433.0,1,True
0298_01,Europa,True,A,3,P,55 Cancri e,57.0,False,Ashird Sorbitter,0.0,0,True
0301_01,Earth,True,,,,TRAPPIST-1e,16.0,False,Margia Wriggins,0.0,0,False
0302_01,Earth,False,F,67,P,TRAPPIST-1e,23.0,False,Lesley Shephendry,1385.0,1,False
0303_01,,True,G,41,S,TRAPPIST-1e,23.0,False,Oraryn Kirklander,0.0,0,True
0304_01,Europa,False,E,18,S,TRAPPIST-1e,28.0,False,Betena Ausivetpul,7439.0,1,False
